"target_end_date","q2.5","q10","q20","q25","q35","q50","q65","q75","q80","q90","q97.5","lwr","med","upr","forecast_date","location"
2021-04-11,40,40,40,40,40,40,40,40,41,41,42,40,40,41,2021-05-03,"CH"
2021-04-12,95,95,95,95,95,95,95,96,96,96,97,95,95,97,2021-05-03,"CH"
2021-04-13,56,56,56,56,56,56,57,57,57,58,59,56,56,58,2021-05-03,"CH"
2021-04-14,58,58,58,58,58,58,59,59,59,60,61,58,58,60,2021-05-03,"CH"
2021-04-15,83,83,83,83,83,84,84,84,84,85,86,83,84,86,2021-05-03,"CH"
2021-04-16,61,61,61,61,61,62,62,63,63,64,65,61,62,64,2021-05-03,"CH"
2021-04-17,41,41,41,41,42,42,43,43,43,44,46,41,42,45,2021-05-03,"CH"
2021-04-18,41,41,42,42,42,43,43,44,44,45,47,41,43,46,2021-05-03,"CH"
2021-04-19,70,70,71,71,72,72,73,74,74,75,78,70,72,76,2021-05-03,"CH"
2021-04-20,78,79,79,80,80,81,82,83,83,84,88,78,81,86,2021-05-03,"CH"
2021-04-21,73,74,75,75,76,77,78,79,79,81,85,73,77,83,2021-05-03,"CH"
2021-04-22,56,57,58,58,59,60,62,63,64,66,70,56,60,68,2021-05-03,"CH"
2021-04-23,61,62,64,64,65,67,69,70,71,74,80,62,67,76,2021-05-03,"CH"
2021-04-24,46,48,49,50,51,53,55,57,58,61,67,47,53,64,2021-05-03,"CH"
2021-04-25,44,46,47,48,49,52,55,58,59,64,70.025,44,52,68,2021-05-03,"CH"
2021-04-26,85,88,90,91,93.65,97,100,104,106,112,125,87,97,118.05,2021-05-03,"CH"
2021-04-27,68,72,75,76,78,82,87,91,94,102,119,70,82,109,2021-05-03,"CH"
2021-04-28,52,57,62,63,67,72,78,83,87,97,121.025,54,72,108,2021-05-03,"CH"
2021-04-29,50,56,61,63.75,67,74,82,88,93,103,128.025,52,74,113.05,2021-05-03,"CH"
2021-04-30,36,43,50,52,57,65,73.35,83,88,104.1,130.05,40,65,120.1,2021-05-03,"CH"
2021-05-01,16,24,30,34,39,48,58,67,72,87.1,119.025,19,48,104.05,2021-05-03,"CH"
2021-05-02,17,26,34,37,44,54,67,75,83,102,137.075,22,54,120,2021-05-03,"CH"
2021-05-03,21,29,38,42,49,61,73,83,88,106.1,157,25,61,130,2021-05-03,"CH"
2021-03-30,76,76,76,76,76,76,76,76,76,76,76,76,76,76,2021-05-04,"CH"
2021-03-31,73,73,73,73,73,73,73,73,73,73,73,73,73,73,2021-05-04,"CH"
2021-04-01,71,71,71,71,71,71,71,71,71,71,71,71,71,71,2021-05-04,"CH"
2021-04-02,67,67,67,67,67,67,67,67,67,67,67,67,67,67,2021-05-04,"CH"
2021-04-03,38,38,38,38,38,38,38,38,38,38,38,38,38,38,2021-05-04,"CH"
2021-04-04,46,46,46,46,46,46,46,46,46,46,46,46,46,46,2021-05-04,"CH"
2021-04-05,60,60,60,60,60,60,60,60,60,60,61,60,60,60,2021-05-04,"CH"
2021-04-06,86,86,86,86,86,86,86,86,86,86,87,86,86,87,2021-05-04,"CH"
2021-04-07,65,65,65,65,65,65,65,65,65,65,66,65,65,66,2021-05-04,"CH"
2021-04-08,92,92,92,92,92,92,92,92,92,93,93,92,92,93,2021-05-04,"CH"
2021-04-09,79,79,79,79,79,79,79,79,79,80,80,79,79,80,2021-05-04,"CH"
2021-04-10,36,36,36,36,36,36,36,36,36,37,37,36,36,37,2021-05-04,"CH"
2021-04-11,40,40,40,40,40,40,40,40,41,41,42,40,40,41,2021-05-04,"CH"
2021-04-12,96,96,96,96,96,96,96,96,97,97,98,96,96,97,2021-05-04,"CH"
2021-04-13,56,56,56,56,56,56,56,57,57,57,58,56,56,58,2021-05-04,"CH"
2021-04-14,60,60,60,60,60,60,61,61,61,62,63,60,60,62,2021-05-04,"CH"
2021-04-15,83,83,83,83,83,83,84,84,84,85,86,83,83,86,2021-05-04,"CH"
2021-04-16,64,64,64,64,64,65,65,65,66,66,67,64,65,67,2021-05-04,"CH"
2021-04-17,42,42,42,42,42,43,43,44,44,45,46,42,43,45.05,2021-05-04,"CH"
2021-04-18,41,41,41,41,42,42,43,43,44,44,46,41,42,45,2021-05-04,"CH"
2021-04-19,70,70,70,71,71,72,72,73,73,74,77,70,72,75,2021-05-04,"CH"
2021-04-20,79,79,80,80,81,81,82,83,83,85,87,79,81,86,2021-05-04,"CH"
2021-04-21,73,74,74,74,75,76,77,78,78,79,82,73,76,81,2021-05-04,"CH"
2021-04-22,56,57,58,58,59,60,61,62,62,64,67,56,60,66,2021-05-04,"CH"
2021-04-23,60,62,63,63,64,65,66,68,68,71,75,61,65,73,2021-05-04,"CH"
2021-04-24,46,47,48,49,50,52,54,55,56,59,64,46,52,62,2021-05-04,"CH"
2021-04-25,43,44,46,47,48,50,52,54,55,59,66,43.95,50,63,2021-05-04,"CH"
2021-04-26,83,86,88,88,90,92,95,97,99,103,112.025,84,92,108,2021-05-04,"CH"
2021-04-27,69,71,74,75,76.65,79,83,86,88,94,106.025,70,79,101,2021-05-04,"CH"
2021-04-28,54,58,60,61,64,67,72,76,79,88.1,103.025,56,67,96,2021-05-04,"CH"
2021-04-29,53,57,61,63,66,71,77,81,84,94,116,55,71,106,2021-05-04,"CH"
2021-04-30,44.975,49,54,56,60,66,73.35,80,85,99,123.025,47,66,113,2021-05-04,"CH"
2021-05-01,24.975,30,36,39,43,50,57,64,69,83,116.075,26,50,101,2021-05-04,"CH"
2021-05-02,26,34,39,42,48,56,65,73,80,97,124,30,56,109.05,2021-05-04,"CH"
2021-05-03,19,27,34,37,44,53,62,70.25,77,91,120.025,23,53,107.05,2021-05-04,"CH"
2021-05-04,18.975,27,33,37.75,43.65,53,64.35,74,79,94,130.05,22,53,113,2021-05-04,"CH"
2021-03-31,73,73,73,73,73,73,73,73,73,73,73,73,73,73,2021-05-05,"CH"
2021-04-01,71,71,71,71,71,71,71,71,71,71,71,71,71,71,2021-05-05,"CH"
2021-04-02,67,67,67,67,67,67,67,67,67,67,67,67,67,67,2021-05-05,"CH"
2021-04-03,38,38,38,38,38,38,38,38,38,38,38,38,38,38,2021-05-05,"CH"
2021-04-04,46,46,46,46,46,46,46,46,46,46,46,46,46,46,2021-05-05,"CH"
2021-04-05,60,60,60,60,60,60,60,60,60,60,61,60,60,60,2021-05-05,"CH"
2021-04-06,87,87,87,87,87,87,87,87,87,87,88,87,87,88,2021-05-05,"CH"
2021-04-07,66,66,66,66,66,66,66,66,66,66,67,66,66,67,2021-05-05,"CH"
2021-04-08,92,92,92,92,92,92,92,92,92,92,93,92,92,93,2021-05-05,"CH"
2021-04-09,79,79,79,79,79,79,79,79,79,80,80,79,79,80,2021-05-05,"CH"
2021-04-10,36,36,36,36,36,36,36,36,36,37,37,36,36,37,2021-05-05,"CH"
2021-04-11,40,40,40,40,40,40,40,40,40,41,41.025,40,40,41,2021-05-05,"CH"
2021-04-12,96,96,96,96,96,96,96,96,97,97,98,96,96,97,2021-05-05,"CH"
2021-04-13,56,56,56,56,56,56,56,56,57,57,58,56,56,57,2021-05-05,"CH"
2021-04-14,60,60,60,60,60,60,60,61,61,61,62,60,60,62,2021-05-05,"CH"
2021-04-15,84,84,84,84,84,84,85,85,85,86,87,84,84,86,2021-05-05,"CH"
2021-04-16,67,67,67,67,67,67,68,68,68,69,70,67,67,70,2021-05-05,"CH"
2021-04-17,43,43,43,43,43,44,44,44,45,45,46,43,44,46,2021-05-05,"CH"
2021-04-18,41,41,41,41,41,42,42,43,43,44,45,41,42,45,2021-05-05,"CH"
2021-04-19,70,70,70,70,71,71,72,72,73,73,75,70,71,74,2021-05-05,"CH"
2021-04-20,79,79,79,80,80,80,81,81,82,83,85,79,80,84,2021-05-05,"CH"
2021-04-21,73,73,74,74,74,75,76,76,77,78,80,73,75,79,2021-05-05,"CH"
2021-04-22,56,56,57,57,58,58,59,60,61,62,65,56,58,64,2021-05-05,"CH"
2021-04-23,61,62,63,63,63,64,65,66,67,69,72,61,64,70,2021-05-05,"CH"
2021-04-24,46,47,48,48,49,50,52,53,53,56,59,47,50,57.05,2021-05-05,"CH"
2021-04-25,44,45,46,46,47,48.5,50,51,52,54,60,44,48.5,58,2021-05-05,"CH"
2021-04-26,84,86,87,88,89,90,92,94,95,98,103.025,85,90,102,2021-05-05,"CH"
2021-04-27,68,70,71,72,73,75,78,80,81,85,91,69,75,88,2021-05-05,"CH"
2021-04-28,56,58,60,61,63,65,68,71,73,78,90,57,65,83.05,2021-05-05,"CH"
2021-04-29,58,62,65,66,68,71,75,79,81,87.1,101.025,60,71,95,2021-05-05,"CH"
2021-04-30,51,55,58,59,62,66,71,76,79.2,89,104,53,66,96,2021-05-05,"CH"
2021-05-01,36,41,46,47,51,56,62,67,71,83,105,38,56,95,2021-05-05,"CH"
2021-05-02,32,38,43,45,50,57,64,71,76,88,116.025,35,57,105,2021-05-05,"CH"
2021-05-03,52,58,64,66,72,80.5,90,99,105,121,149.05,55,80.5,137,2021-05-05,"CH"
2021-05-04,21,31,38,41,46,54,66,75,80,99,136.025,26,54,119,2021-05-05,"CH"
2021-05-05,16.975,26,33,37,44,54,67,77,84,102,147,21,54,125,2021-05-05,"CH"
2021-04-01,73,73,73,73,73,73,73,73,73,73,73,73,73,73,2021-05-06,"CH"
2021-04-02,67,67,67,67,67,67,67,67,67,67,67,67,67,67,2021-05-06,"CH"
2021-04-03,38,38,38,38,38,38,38,38,38,38,38,38,38,38,2021-05-06,"CH"
2021-04-04,46,46,46,46,46,46,46,46,46,46,46,46,46,46,2021-05-06,"CH"
2021-04-05,61,61,61,61,61,61,61,61,61,61,62,61,61,61,2021-05-06,"CH"
2021-04-06,87,87,87,87,87,87,87,87,87,87,88,87,87,87,2021-05-06,"CH"
2021-04-07,66,66,66,66,66,66,66,66,66,66,67,66,66,67,2021-05-06,"CH"
2021-04-08,92,92,92,92,92,92,92,92,92,92,93,92,92,93,2021-05-06,"CH"
2021-04-09,80,80,80,80,80,80,80,80,80,81,81,80,80,81,2021-05-06,"CH"
2021-04-10,36,36,36,36,36,36,36,36,36,37,37,36,36,37,2021-05-06,"CH"
2021-04-11,40,40,40,40,40,40,40,40,40,41,41,40,40,41,2021-05-06,"CH"
2021-04-12,97,97,97,97,97,97,97,97,97,98,99,97,97,98,2021-05-06,"CH"
2021-04-13,56,56,56,56,56,56,56,57,57,57,58,56,56,57,2021-05-06,"CH"
2021-04-14,62,62,62,62,62,62,62,63,63,63,64,62,62,64,2021-05-06,"CH"
2021-04-15,84,84,84,84,84,84,85,85,85,86,86,84,84,86,2021-05-06,"CH"
2021-04-16,68,68,68,68,68,68,69,69,69,70,71,68,68,70,2021-05-06,"CH"
2021-04-17,43,43,43,43,43,43,44,44,44,45,46,43,43,46,2021-05-06,"CH"
2021-04-18,41,41,41,41,41,42,42,42,43,43,45,41,42,44,2021-05-06,"CH"
2021-04-19,71,71,71,71,71,72,72,73,73,74,76,71,72,75,2021-05-06,"CH"
2021-04-20,79,79,79,79,80,80,81,81,82,82,84,79,80,83,2021-05-06,"CH"
2021-04-21,75,75,75,76,76,77,77,78,78,79,81,75,77,80.05,2021-05-06,"CH"
2021-04-22,56,56,57,57,57,58,59,59,60,61,63,56,58,62,2021-05-06,"CH"
2021-04-23,62,63,63,63,64,65,66,66,67,68,71,62,65,70,2021-05-06,"CH"
2021-04-24,46,47,48,48,48,49,51,51,52,54,57.025,46,49,55,2021-05-06,"CH"
2021-04-25,43,44,45,46,46,47,49,50,51,52,56.025,44,47,55,2021-05-06,"CH"
2021-04-26,85,86,87,87,88,90,91,93,94,96,101,85,90,98,2021-05-06,"CH"
2021-04-27,68,70,71,72,73,74,76,78,79,82,89,69,74,85,2021-05-06,"CH"
2021-04-28,58,60,61,62,63,65,68,70,71,74,81,59,65,77,2021-05-06,"CH"
2021-04-29,60,62,64,65,67,69,72,74,75,80,90.025,61,69,85,2021-05-06,"CH"
2021-04-30,56,58,61,62,64,67,71,74,77,83,94.025,57,67,88,2021-05-06,"CH"
2021-05-01,39,42,45,46,49,53,58,63,65,71,87,40,53,78,2021-05-06,"CH"
2021-05-02,32,37,40,42,45,50,56,62,65,75,91,34,50,83,2021-05-06,"CH"
2021-05-03,59,64,68,70,74,80,87,94,97,107,129.025,61,80,119,2021-05-06,"CH"
2021-05-04,33,40,46,48,53,59,68,75.25,81,94,120.025,37,59,107.05,2021-05-06,"CH"
2021-05-05,19,28,33,36,40,48,57,65,71,86.1,112,23,48,102.05,2021-05-06,"CH"
2021-05-06,16,26,33,36,42,50,60,70,77,93,135.075,20,50,110.05,2021-05-06,"CH"
2021-04-02,67,67,67,67,67,67,67,67,67,67,67,67,67,67,2021-05-07,"CH"
2021-04-03,38,38,38,38,38,38,38,38,38,38,38,38,38,38,2021-05-07,"CH"
2021-04-04,46,46,46,46,46,46,46,46,46,46,46,46,46,46,2021-05-07,"CH"
2021-04-05,61,61,61,61,61,61,61,61,61,61,61,61,61,61,2021-05-07,"CH"
2021-04-06,87,87,87,87,87,87,87,87,87,87,87,87,87,87,2021-05-07,"CH"
2021-04-07,66,66,66,66,66,66,66,66,66,66,67,66,66,66,2021-05-07,"CH"
2021-04-08,92,92,92,92,92,92,92,92,92,92,93,92,92,92,2021-05-07,"CH"
2021-04-09,80,80,80,80,80,80,80,80,80,80,81,80,80,80,2021-05-07,"CH"
2021-04-10,36,36,36,36,36,36,36,36,36,36,37,36,36,37,2021-05-07,"CH"
2021-04-11,40,40,40,40,40,40,40,40,40,40.1,41,40,40,41,2021-05-07,"CH"
2021-04-12,97,97,97,97,97,97,97,97,97,98,98,97,97,98,2021-05-07,"CH"
2021-04-13,56,56,56,56,56,56,56,56,56,57,57,56,56,57,2021-05-07,"CH"
2021-04-14,62,62,62,62,62,62,62,62,63,63,64,62,62,63,2021-05-07,"CH"
2021-04-15,85,85,85,85,85,85,85,86,86,86,87,85,85,86,2021-05-07,"CH"
2021-04-16,68,68,68,68,68,68,68,69,69,69,70,68,68,70,2021-05-07,"CH"
2021-04-17,43,43,43,43,43,43,43,44,44,44,45,43,43,45,2021-05-07,"CH"
2021-04-18,41,41,41,41,41,41,42,42,42,43,43.025,41,41,43,2021-05-07,"CH"
2021-04-19,71,71,71,71,71,71,72,72,72,73,74,71,71,74,2021-05-07,"CH"
2021-04-20,79,79,79,79,79,80,80,80,81,81,82,79,80,82,2021-05-07,"CH"
2021-04-21,75,75,75,75,75,76,76,77,77,78,79,75,76,79,2021-05-07,"CH"
2021-04-22,56,56,56,56,57,57,58,58,58,59,61,56,57,60,2021-05-07,"CH"
2021-04-23,62,62,63,63,63,64,64,65,65,66,68,62,64,67,2021-05-07,"CH"
2021-04-24,47,47,48,48,48,49,50,50,51,52,54,47,49,53,2021-05-07,"CH"
2021-04-25,43,43,44,44,45,45,46,47,48,49,51,43,45,50,2021-05-07,"CH"
2021-04-26,85,86,86,87,87,88,89,90,91,92,94,85,88,93,2021-05-07,"CH"
2021-04-27,67,68,69,70,70,71,73,74,74,76,80,68,71,78,2021-05-07,"CH"
2021-04-28,58,59,60,60,61,62,64,65,66,68,72,58,62,70,2021-05-07,"CH"
2021-04-29,58,59,61,61,62,64,65,67,68,71,76,59,64,74,2021-05-07,"CH"
2021-04-30,54,55,57,58,59,61,63,65,66,69,77,54,61,73,2021-05-07,"CH"
2021-05-01,36,39,40,41,43,45,48,51,52,57,65,37,45,61,2021-05-07,"CH"
2021-05-02,30,32,35,36,38,41,44,48,50,56,67,31,41,61,2021-05-07,"CH"
2021-05-03,58,61,64,65,68,72,77,80,83,91,108,59,72,100,2021-05-07,"CH"
2021-05-04,37.975,42,45,47,50,55,60.35,65,68,79,104.025,39,55,88,2021-05-07,"CH"
2021-05-05,33,38,42,44,48,54,61,68,73,84,110,35,54,98,2021-05-07,"CH"
2021-05-06,21,27,32,34,38,45,54,61.25,67,79,111,23.95,45,96,2021-05-07,"CH"
2021-05-07,12,19,26,29,34,42,52,59,66,81,113,15,42,96,2021-05-07,"CH"
2021-04-03,38,38,38,38,38,38,38,38,38,38,38,38,38,38,2021-05-08,"CH"
2021-04-04,46,46,46,46,46,46,46,46,46,46,46,46,46,46,2021-05-08,"CH"
2021-04-05,61,61,61,61,61,61,61,61,61,61,61,61,61,61,2021-05-08,"CH"
2021-04-06,87,87,87,87,87,87,87,87,87,87,87,87,87,87,2021-05-08,"CH"
2021-04-07,66,66,66,66,66,66,66,66,66,66,66.025,66,66,66,2021-05-08,"CH"
2021-04-08,92,92,92,92,92,92,92,92,92,92,93,92,92,92,2021-05-08,"CH"
2021-04-09,80,80,80,80,80,80,80,80,80,80,81,80,80,80,2021-05-08,"CH"
2021-04-10,36,36,36,36,36,36,36,36,36,36,37,36,36,37,2021-05-08,"CH"
2021-04-11,40,40,40,40,40,40,40,40,40,41,41,40,40,41,2021-05-08,"CH"
2021-04-12,97,97,97,97,97,97,97,97,97,98,98,97,97,98,2021-05-08,"CH"
2021-04-13,56,56,56,56,56,56,56,56,56,57,57,56,56,57,2021-05-08,"CH"
2021-04-14,62,62,62,62,62,62,62,62,63,63,63.025,62,62,63,2021-05-08,"CH"
2021-04-15,85,85,85,85,85,85,85,85.25,86,86,87,85,85,86,2021-05-08,"CH"
2021-04-16,68,68,68,68,68,68,68,69,69,69,70,68,68,70,2021-05-08,"CH"
2021-04-17,43,43,43,43,43,43,44,44,44,44,45,43,43,45,2021-05-08,"CH"
2021-04-18,41,41,41,41,41,41,42,42,42,43,44,41,41,43,2021-05-08,"CH"
2021-04-19,71,71,71,71,71,71,72,72,72,73,74,71,71,74,2021-05-08,"CH"
2021-04-20,79,79,79,79,79,80,80,80,81,81,83,79,80,82,2021-05-08,"CH"
2021-04-21,75,75,75,75,75,76,76,77,77,78,79,75,76,79,2021-05-08,"CH"
2021-04-22,56,56,56,56,57,57,58,58,59,59,61,56,57,60,2021-05-08,"CH"
2021-04-23,62,62,62,63,63,64,64,65,65,66,68,62,64,67,2021-05-08,"CH"
2021-04-24,47,47,48,48,48,49,50,50,51,52,54,47,49,53,2021-05-08,"CH"
2021-04-25,43,43,44,44,45,46,47,47,48,49,52,43,46,50.05,2021-05-08,"CH"
2021-04-26,85,86,86,87,87,88,89,90,91,92,96,85,88,94,2021-05-08,"CH"
2021-04-27,67,68,69,69,70,71,72,73,74,76,80,68,71,78,2021-05-08,"CH"
2021-04-28,57,59,60,60,61,62,64,65,66,68.1,72,58,62,71,2021-05-08,"CH"
2021-04-29,58,60,61,62,62,64,66,67,68,71,77.025,59,64,74,2021-05-08,"CH"
2021-04-30,54,55,57,58,59,61,63,65,67,70,77,55,61,74,2021-05-08,"CH"
2021-05-01,36.975,39,41,41,42,45,48,51,53,58,65,37,45,61,2021-05-08,"CH"
2021-05-02,30,32,35,36,38,41,44,47,49,56,67,31,41,61,2021-05-08,"CH"
2021-05-03,57,62,64,66,68,72,76,80,82,91,107,59,72,98,2021-05-08,"CH"
2021-05-04,38,41,45,46,50,54,60,66,69,77,95,39,54,87,2021-05-08,"CH"
2021-05-05,33,39,43,45,48,54,61,67,71,82,105,36,54,95.05,2021-05-08,"CH"
2021-05-06,19,26,31,34,38,45,54,60,65,80.1,102.025,22,45,92,2021-05-08,"CH"
2021-05-07,14,21,27,29,34,44,52,62.25,69,86,122.025,17,44,104.05,2021-05-08,"CH"
2021-05-08,15,24,31,34,41,49,59,68,73,90,124.025,20,49,108,2021-05-08,"CH"
2021-04-04,46,46,46,46,46,46,46,46,46,46,46,46,46,46,2021-05-09,"CH"
2021-04-05,61,61,61,61,61,61,61,61,61,61,61,61,61,61,2021-05-09,"CH"
2021-04-06,87,87,87,87,87,87,87,87,87,87,87,87,87,87,2021-05-09,"CH"
2021-04-07,66,66,66,66,66,66,66,66,66,66,67,66,66,66,2021-05-09,"CH"
2021-04-08,92,92,92,92,92,92,92,92,92,92,93,92,92,92,2021-05-09,"CH"
2021-04-09,80,80,80,80,80,80,80,80,80,80,81,80,80,81,2021-05-09,"CH"
2021-04-10,36,36,36,36,36,36,36,36,36,36,37,36,36,37,2021-05-09,"CH"
2021-04-11,40,40,40,40,40,40,40,40,40,41,41,40,40,41,2021-05-09,"CH"
2021-04-12,97,97,97,97,97,97,97,97,97,98,98,97,97,98,2021-05-09,"CH"
2021-04-13,56,56,56,56,56,56,56,56,56,57,58,56,56,57,2021-05-09,"CH"
2021-04-14,62,62,62,62,62,62,62,63,63,63,64,62,62,63,2021-05-09,"CH"
2021-04-15,85,85,85,85,85,85,85,86,86,86,87,85,85,87,2021-05-09,"CH"
2021-04-16,68,68,68,68,68,68,68,69,69,69,70,68,68,70,2021-05-09,"CH"
2021-04-17,43,43,43,43,43,43,44,44,44,44,45,43,43,45,2021-05-09,"CH"
2021-04-18,41,41,41,41,41,41,42,42,42,43,44,41,41,43,2021-05-09,"CH"
2021-04-19,71,71,71,71,71,72,72,72,72,73,74,71,72,74,2021-05-09,"CH"
2021-04-20,79,79,79,79,79,80,80,81,81,82,83,79,80,82,2021-05-09,"CH"
2021-04-21,75,75,75,75,76,76,76,77,77,78,79,75,76,79,2021-05-09,"CH"
2021-04-22,56,56,56,56,57,57,58,58,58,59,61,56,57,60,2021-05-09,"CH"
2021-04-23,62,62,63,63,63,64,64,65,65,66,68,62,64,67,2021-05-09,"CH"
2021-04-24,47,47,48,48,48,49,50,51,51,52,55,47,49,53,2021-05-09,"CH"
2021-04-25,43,44,44,45,45,46,47,47,48,49,52,43,46,51,2021-05-09,"CH"
2021-04-26,85,86,87,87,88,88,89,90,91,93,95.025,85,88,94,2021-05-09,"CH"
2021-04-27,67,68,69,70,70,71,72,74,74,76,79,68,71,78,2021-05-09,"CH"
2021-04-28,58,59,60,61,61,63,64,66,66,69,74,58,63,71,2021-05-09,"CH"
2021-04-29,58,60,61,62,63,64,66,67,68,71,76,59,64,74,2021-05-09,"CH"
2021-04-30,54,55,57,57,59,61,63,64.25,66,69.1,76,55,61,74,2021-05-09,"CH"
2021-05-01,36,39,41,42,43,45,48,50,52,57,67,37,45,61,2021-05-09,"CH"
2021-05-02,29,32,34,35.75,37,41,44,47,49,55,67,30.95,41,60,2021-05-09,"CH"
2021-05-03,58,61,64,65,67,72,76,81,83,91.1,106,59,72,99,2021-05-09,"CH"
2021-05-04,38,41,45,46,49,54,59,64,67.2,78,95.025,39,54,88,2021-05-09,"CH"
2021-05-05,32,37,41,43,46,52,58,64,68.2,78.1,101.025,34,52,88,2021-05-09,"CH"
2021-05-06,18,24,30,32,38,45,53,61,65,79,114,21.95,45,95.05,2021-05-09,"CH"
2021-05-07,11,18,24,27,33,41,50,58,64,82.1,115.025,14,41,99.05,2021-05-09,"CH"
2021-05-08,13,22,28,31,36,46.5,57,67,74,94,135,16,46.5,115,2021-05-09,"CH"
2021-05-09,14,23,31,34,40,49,61,74,80.2,102,143.025,17.95,49,120.05,2021-05-09,"CH"
2021-04-05,61,61,61,61,61,61,61,61,61,61,61,61,61,61,2021-05-10,"CH"
2021-04-06,87,87,87,87,87,87,87,87,87,87,87,87,87,87,2021-05-10,"CH"
2021-04-07,66,66,66,66,66,66,66,66,66,66,66,66,66,66,2021-05-10,"CH"
2021-04-08,93,93,93,93,93,93,93,93,93,93,93,93,93,93,2021-05-10,"CH"
2021-04-09,80,80,80,80,80,80,80,80,80,80,81,80,80,80,2021-05-10,"CH"
2021-04-10,36,36,36,36,36,36,36,36,36,36,37,36,36,36,2021-05-10,"CH"
2021-04-11,40,40,40,40,40,40,40,40,40,40,41,40,40,41,2021-05-10,"CH"
2021-04-12,97,97,97,97,97,97,97,97,97,97,98,97,97,98,2021-05-10,"CH"
2021-04-13,57,57,57,57,57,57,57,57,57,57,58,57,57,58,2021-05-10,"CH"
2021-04-14,62,62,62,62,62,62,62,62,62,63,63,62,62,63,2021-05-10,"CH"
2021-04-15,85,85,85,85,85,85,85,85,85,86,86,85,85,86,2021-05-10,"CH"
2021-04-16,68,68,68,68,68,68,68,68,68,69,69,68,68,69,2021-05-10,"CH"
2021-04-17,43,43,43,43,43,43,43,43,44,44,45,43,43,44,2021-05-10,"CH"
2021-04-18,41,41,41,41,41,41,41,42,42,42,43,41,41,42,2021-05-10,"CH"
2021-04-19,71,71,71,71,71,71,71,72,72,72,73,71,71,73,2021-05-10,"CH"
2021-04-20,79,79,79,79,79,79,80,80,80,80,81,79,79,81,2021-05-10,"CH"
2021-04-21,75,75,75,75,75,75,76,76,76,77,78,75,75,77,2021-05-10,"CH"
2021-04-22,57,57,57,57,57,58,58,58,59,59,60,57,58,60,2021-05-10,"CH"
2021-04-23,62,62,62,62,62,63,63,64,64,65,66,62,63,65,2021-05-10,"CH"
2021-04-24,47,47,47,47,48,48,49,49,49,50,52,47,48,51,2021-05-10,"CH"
2021-04-25,44,44,44,45,45,45,46,46,47,48,50,44,45,49,2021-05-10,"CH"
2021-04-26,85,85,86,86,86,87,88,88,89,90,92,85,87,91,2021-05-10,"CH"
2021-04-27,68,68,69,69,70,70,71,72,72,74,76,68,70,75,2021-05-10,"CH"
2021-04-28,57,58,59,59,59.65,60,61,62,63,64,67,57,60,66,2021-05-10,"CH"
2021-04-29,58,59,60,60,61,62,63,64,65,67,71,59,62,69,2021-05-10,"CH"
2021-04-30,54,55,56,56,57,58,60,61,62,64,70,54,58,67,2021-05-10,"CH"
2021-05-01,37,39,40,41,41,43,45,46,47,50,55,38,43,53,2021-05-10,"CH"
2021-05-02,29.975,32,33,34,35,37,40,41,42.2,46,54,31,37,50,2021-05-10,"CH"
2021-05-03,58,60,62,62,64,67,69.35,72,74,79,89.025,59,67,84,2021-05-10,"CH"
2021-05-04,42,45,47,48,50,53.5,57,61,63,69,83,43,53.5,75.05,2021-05-10,"CH"
2021-05-05,40,44,47,48,51,55,60,63,66,73,89,42,55,80,2021-05-10,"CH"
2021-05-06,41,45,49,51,54,59,64,69,72,82,101.025,43,59,90,2021-05-10,"CH"
2021-05-07,24,28.9,33,35,39,45,52,57,61,71,90.0749999999999,25,45,82,2021-05-10,"CH"
2021-05-08,11,17,22,24,29,35,43,50,55,68,89.1249999999999,13,35,78.05,2021-05-10,"CH"
2021-05-09,14.975,20,25,27,31,39,47,54,58,71,96.025,17,39,85,2021-05-10,"CH"
2021-05-10,13.975,21,27,29,33,41,48,54,59,75,98.025,17,41,86,2021-05-10,"CH"
2021-04-06,87,87,87,87,87,87,87,87,87,87,87,87,87,87,2021-05-11,"CH"
2021-04-07,66,66,66,66,66,66,66,66,66,66,66,66,66,66,2021-05-11,"CH"
2021-04-08,93,93,93,93,93,93,93,93,93,93,93,93,93,93,2021-05-11,"CH"
2021-04-09,80,80,80,80,80,80,80,80,80,80,80,80,80,80,2021-05-11,"CH"
2021-04-10,36,36,36,36,36,36,36,36,36,36,37,36,36,36,2021-05-11,"CH"
2021-04-11,40,40,40,40,40,40,40,40,40,40,41,40,40,41,2021-05-11,"CH"
2021-04-12,98,98,98,98,98,98,98,98,98,98,99,98,98,99,2021-05-11,"CH"
2021-04-13,57,57,57,57,57,57,57,57,57,58,58,57,57,58,2021-05-11,"CH"
2021-04-14,62,62,62,62,62,62,62,62,62,63,63,62,62,63,2021-05-11,"CH"
2021-04-15,85,85,85,85,85,85,85,85,85,86,86,85,85,86,2021-05-11,"CH"
2021-04-16,68,68,68,68,68,68,68,68,68,69,70,68,68,69,2021-05-11,"CH"
2021-04-17,43,43,43,43,43,43,43,44,44,44,45,43,43,44,2021-05-11,"CH"
2021-04-18,41,41,41,41,41,41,41,42,42,42,43,41,41,43,2021-05-11,"CH"
2021-04-19,71,71,71,71,71,71,72,72,72,72.1,74,71,71,73,2021-05-11,"CH"
2021-04-20,80,80,80,80,80,80,81,81,81,81,82,80,80,82,2021-05-11,"CH"
2021-04-21,76,76,76,76,76,76,77,77,77,78,79,76,76,78,2021-05-11,"CH"
